Location_ID,Apogee_ID
4502,2M11542519+5554150
4487,2M11543950+3453337
4487,2M11551441+3345258
4502,2M11560245+5550221
4449,2M11572921-1701023
4489,2M11591133+2008022
4502,2M11593775+5603009
4226,2M12003710+1528347
4148,2M12012313+1818088
4148,2M12020154+1901402
4512,2M12030268-0035299
4512,2M12031353-0021147
4226,2M12034709+1756233
4512,2M12044955-0130453
4226,2M12045611+1728119
4148,2M12045991+1857581
4148,2M12051317+1934065
4512,2M12052500-0151593
4148,2M12053950+1942073
4226,2M12061947+1532404
4512,2M12075671-0039375
4148,2M12100260+1743287
4148,2M12102643+1907049
4148,2M12113920+1834359
4490,2M12115853+1425463
4490,2M12122483+1434032
4490,2M12131474+1359248
4490,2M12135899+1405160
4486,2M12150155+4023234
4501,2M12161770+5712513
4490,2M12161809+1343522
4125,2M12182666-0050404
4216,2M12200367+2603381
4216,2M12212720+2542398
4216,2M12214070+2707510
4216,2M12220108+2539102
4125,2M12222116-0046455
4216,2M12223062+2700041
4125,2M12255229-0025098
4216,2M12260339+2710503
4216,2M12260848+2439315
4125,2M12265042+0034558
4501,2M12271225+5655134
4125,2M12274221+0002386
4513,2M12292198-0210311
4216,2M12292447+2534499
4218,2M12301597+1358482
4501,2M12352005+5617428
4126,2M12402673-0806522
4126,2M12411002-0641394
4126,2M12424846-0845499
4126,2M12430256-0629425
4446,2M12442021-0343122
4126,2M12452870-0754470
4126,2M12460965-0819502
4491,2M12462044+1251325
4126,2M12465101-0643001
4126,2M12470336-0818049
4491,2M12470641+1301261
4491,2M12474268+1128571
4126,2M12474320-0712154
4485,2M12481033+4213287
4485,2M12482973+4244346
4126,2M12483655-0739429
4126,2M12484669-0815193
4491,2M12484990+1106258
4126,2M12492571-0721504
4126,2M12493129-0812440
4491,2M12505092+1324147
4127,2M12505991+2724043
4127,2M12511548+2740224
4491,2M12524061+1125384
4127,2M12540635+2600505
4127,2M12553506+2703401
4127,2M12564885+2655450
4440,2M12565202+5743547
4485,2M12581321+4049138
4485,2M13030323+4232237
4210,2M13034024+7256329
4440,2M13035326+5740523
4514,2M13035780-0321372
4514,2M13073948-0351346
4514,2M13075183-0224558
4128,2M13080617+1753494
4128,2M13104194+1756207
4128,2M13104833+1646156
4219,2M13110139+1540294
4219,2M13110667+1255517
4492,2M13132785+1314187
4492,2M13150119+1319313
4128,2M13163564+1752114
4128,2M13181700+1709062
4210,2M13182749+7114137
4492,2M13182786+1412235
4210,2M13191174+7325373
4492,2M13211833+1431215
4515,2M13215567-0242043
4484,2M13265741+3915596
4210,2M13271945+7224520
4515,2M13274348-0224212
4484,2M13285979+4011453
4434,2M13290259+3822581
4434,2M13303129+3702212
4484,2M13311537+3918585
4500,2M13313276+5606031
4434,2M13325589+3638313
4484,2M13341084+4030547
4434,2M13341473+3751311
4500,2M13342673+5507244
4484,2M13353236+3754429
4500,2M13364900+5533195
4484,2M13372608+4013294
4481,2M13393861+1856317
4481,2M13403523+1741045
4481,2M13405102+1804533
4160,2M13411185+2825222
4160,2M13412722+2643089
4215,2M13413548-1723167
4160,2M13420834+2639417
4215,2M13425757-1609377
4481,2M13431373+1852442
4481,2M13431527+1910491
4481,2M13434891+1844570
4481,2M13450151+1848216
4447,2M13475543+0027182
4233,2M13480922+4303091
4160,2M13482097+2710177
4481,2M13483079+1750445
4160,2M13500676+2741310
4233,2M13514152+4434174
4482,2M13515405+2502119
4483,2M13530934+3331183
4483,2M13533481+3411047
4483,2M13533986+3153290
4516,2M13575301+0152431
4483,2M13575625+3250596
4516,2M13584399+0317586
4483,2M13590371+3307292
4516,2M14000499+0057149
4483,2M14002167+3317198
4482,2M14015624+2600283
4161,2M14021715+2748089
4482,2M14022819+2549341
4499,2M14022994+5421186
4161,2M14043486+2728561
4161,2M14044305+2723079
4161,2M14083075+2934171
4499,2M14103850+5449064
4528,2M14155692+8603564
4203,2M14201208-0615236
4203,2M14241630-0519154
4439,2M14261159+4951057
4439,2M14274439+5034456
4436,2M14283000+0917461
4439,2M14310791+4913264
4436,2M14313488+0746128
4439,2M14315172+4935083
4436,2M14321531+0840175
4436,2M14323940+0814575
4439,2M14345481+5013426
4439,2M14362498+5115348
4436,2M14365377+0822166
4436,2M14370236+0928340
4439,2M14371475+4957323
4493,2M14390153+1320274
4439,2M14401962+5018052
4493,2M14463311+1306372
4494,2M14491537+1615132
4494,2M14534360+1713530
4494,2M14541230+1653305
4498,2M14542451+4517557
4494,2M14543922+1658362
4497,2M14545496+4108480
4220,2M14545500+3040589
4494,2M14551294+1816467
4497,2M14551346+4128494
4231,2M14554424+3758270
4494,2M14562809+1648342
4231,2M14575213+3723244
4231,2M14584025+3831094
4494,2M14591760+1735061
4231,2M15002128+3645004
4497,2M15003255+4141573
4220,2M15003943+3157061
4437,2M15010425+2107461
4220,2M15012258+3159396
4220,2M15013342+3043280
4497,2M15014005+4012015
4437,2M15021575+2319460
4497,2M15044912+4238205
4495,2M15045184+2620506
4437,2M15052739+2039223
4437,2M15062484+2149029
4438,2M15064153+3604209
4438,2M15071609+3625508
4495,2M15100112+2729592
4496,2M15111198+3028371
4201,2M15162793+0004334
4207,2M15170557-0232437
4201,2M15175931-0008149
4207,2M15183842-0008235
4201,2M15194317+0202029
4451,2M15215877+3727413
4451,2M15260845+3556298
4234,2M15261158+4227350
4528,2M15351155+8724215
4528,2M15374380+8532048
4528,2M15471548+8655422
4452,2M16050185+2833060
4528,2M16083324+8714367
4208,2M16113909+2501000
4209,2M16141610+5238045
4200,2M16265798-1420587
4200,2M16281238-1410441
4200,2M16294590-1305087
4200,2M16312957-1311444
4200,2M16314223-1417134
4200,2M16330315-1359597
4105,2M16380165+3551502
4521,2M16380443-0117529
4105,2M16393588+3516227
4105,2M16435115+3729151
4105,2M16455990+3535028
4204,2M16502981+4839516
4372,2M16505098-1957461
4522,2M16561862+0938114
4361,2M16574471-2037312
4522,2M16582628+0939165
4522,2M16592955+0942122
4453,2M17095788+4825288
4453,2M17170666+4948493
4202,2M17204248+4205070
4523,2M17225565+2210589
4524,2M17292110+3510045
4387,2M17330338-1722158
4352,2M17340500-2808243
4352,2M17360668-2710099
4525,2M17404570+4821383
4364,2M17433972-2522513
4330,2M17434549-2819343
4330,2M17434854-2914440
4330,2M17435152-2938142
4330,2M17440354-2934434
4330,2M17444729-2913529
4330,2M17451716-2905511
4330,2M17452908-2904063
4330,2M17454774-2857088
4330,2M17460119-2822397
4354,2M17470661-2704275
4330,2M17471240-2838377
4525,2M17493504+4804487
4526,2M17504077+6131276
4365,2M17524601-2324252
4386,2M17525173-2826169
4386,2M17531813-2816161
4527,2M17540118+7438578
4351,2M17541157-2904441
4104,2M17552511-2517291
4377,2M17560094-2046005
4104,2M17560902-2553248
4363,2M18001201-2631398
4332,2M18023443-2952598
4332,2M18024917-3039423
4355,2M18031787-2149396
4332,2M18040030-3004017
4378,2M18040248-1805575
4332,2M18041201-2954034
4329,2M18041688-3115450
4332,2M18044289-3033419
4332,2M18052881-2936483
4366,2M18062539-2508532
4332,2M18070104-3018406
4332,2M18071479-3032090
4332,2M18073869-3015557
4329,2M18074119-3040502
4329,2M18075069-3116452
4283,2M18080646+0244373
4107,2M18191402-0016205
4374,2M18192344-1851120
4340,2M18240205-1357216
4358,2M18280206-1217422
4244,2M18302377-0002426
4244,2M18323758-0204441
4244,2M18332753-0105285
4350,2M18392371-3006385
4106,2M18401190-0445207
4240,2M18402040-0226408
4457,2M18411589-1016542
4409,2M18440688+4240500
4240,2M18444227-0320234
4240,2M18445290-0227346
4240,2M18453580-0240470
4106,2M18460972-0532029
4381,2M18472524-2949544
4279,2M18493219-1028385
4240,2M18494734-0159257
4331,2M18533407-3033268
4409,2M18540206+4301087
4331,2M18565583-3025539
4247,2M18571262-0328064
4247,2M18580407-0331429
4247,2M18582457-0538564
4312,2M18584871+0513130
5002,2M18594944+5005024
5002,2M19000347+4958487
4247,2M19015467-0326551
4247,2M19024620-0328334
4401,2M19031812+4453004
4251,2M19081153+2839105
4407,2M19100840+3918551
4254,2M19110130-0708101
4404,2M19110844+4406544
4404,2M19134154+4251250
4254,2M19140349-0550148
4251,2M19143280+2654036
4262,2M19184759+3824238
4465,2M19194614+4028248
4262,2M19210116+3820299
4262,2M19232622+3838017
4262,2M19235494+3834587
4400,2M19252895+4726078
4400,2M19253651+4900461
4262,2M19263432+3748513
4589,2M19280887+3908038
4245,2M19285825+2710582
4464,2M19290250+4042132
4589,2M19290694+3732057
4464,2M19292405+4223363
4464,2M19303146+4210508
4262,2M19314340+3736239
4245,2M19315229+2503438
4464,2M19331065+4102072
4464,2M19340827+4119476
4263,2M19345659+3845475
4464,2M19355185+4250141
4263,2M19370628+3846368
4464,2M19370697+4126128
4263,2M19380295+3927437
4263,2M19390532+4027346
4263,2M19401839+3957298
4241,2M19403250+2421574
4263,2M19411125+4039416
4263,2M19414825+4010323
4402,2M19424010+4753315
4241,2M19430973+2357587
4263,2M19432862+3908535
4542,2M19433790+3225124
4263,2M19441242+3923418
4263,2M19444445+3915456
4263,2M19452193+3908260
4241,2M19462596+2508070
4263,2M19463571+3919069
4462,2M19525474+4432210
4304,2M19532695+0342088
4462,2M19550924+4459335
4402,2M19553499+4722410
4462,2M19564877+4458058
4462,2M19582581+4523265
4248,2M19582637+2158113
4462,2M19585518+4432267
4462,2M19594944+4547497
4314,2M20050301+3025227
4276,2M20104613+5610440
4255,2M20104822+1939173
4255,2M20152355+1929372
4255,2M20154959+1933249
4255,2M20165391+1939557
4276,2M20185247+5613247
4284,2M20282710+1714049
4284,2M20294351+1657078
4297,2M20474087+3343054
4246,2M20515117+5207033
4246,2M20570745+5207200
4246,2M21005978+5103147
4242,2M21081720+4900002
4242,2M21095434+4844482
4242,2M21113411+4753023
4242,2M21145434+4725487
4242,2M21171711+4905528
4249,2M21234344+4419277
4230,2M21242815+1233389
4230,2M21271569+1209524
4230,2M21281796+1110512
4230,2M21284073+1141238
4230,2M21290865+1143361
4230,2M21291331+1119302
4230,2M21292196+1337417
4230,2M21300291+1227081
4230,2M21301276+1141458
4230,2M21302403+1132483
4230,2M21311247+1136205
4230,2M21313924+1307507
4249,2M21321014+4553539
4230,2M21345151+1206057
4102,2M21391140+4126037
4102,2M21394731+4249041
4102,2M21412860+4152460
4102,2M21442066+4211363
4102,2M21480963+4126449
4275,2M21523747+3853140
4473,2M22101026-0158112
4270,2M22300528+5902568
4270,2M22331751+5759568
4474,2M22455859+0615499
4474,2M22465745+0610244
4422,2M23153792+5532278
4264,2M23540849+5600347
4217,2M23562709+8500386
4548,2M23564129+1445094
4548,2M23594193+1501119
