Location_ID	Apogee_ID	ID
4451	2M15242209+3703289	1
4451	2M15260845+3556298	1
4234	2M15261158+4227350	1
4232	2M15305467+3738038	0
4528	2M15351155+8724215	1
4528	2M15374380+8532048	1
4528	2M15471548+8655422	1
4452	2M16050185+2833060	1
4528	2M16083324+8714367	1
4208	2M16100693+2338202	0
4208	2M16113909+2501000	1
4208	2M16140085+2322238	0
4209	2M16141610+5238045	1
4209	2M16182642+5057202	0
4200	2M16235214-1244436	0
4528	2M16262568+8531008	1
4200	2M16265798-1420587	1
4200	2M16281238-1410441	1
4200	2M16294590-1305087	1
4200	2M16312957-1311444	1
4200	2M16314223-1417134	1
4200	2M16314366-1356028	0
4200	2M16320426-1151413	0
4200	2M16321683-1312027	0
4200	2M16330315-1359597	1
4105	2M16350398+3622242	0
4105	2M16372341+3734097	1
4105	2M16372969+3716101	0
4105	2M16380165+3551502	1
4521	2M16380443-0117529	1
4105	2M16393588+3516227	1
4105	2M16414160+3727148	0
4204	2M16424598+4816143	1
4105	2M16435115+3729151	1
4105	2M16441929+3737471	0
4105	2M16452121+3555525	1
4204	2M16452742+4814437	0
4105	2M16455990+3535028	1
4105	2M16475736+3715436	1
4105	2M16480538+3703206	1
4372	2M16485169-1945124	0
4204	2M16502981+4839516	1
4372	2M16505098-1957461	1
4522	2M16561862+0938114	0
4361	2M16574471-2037312	1
4459	2M16574838-2202255	0
4522	2M16582628+0939165	1
4522	2M16592955+0942122	1
4528	2M17014552+8632422	0
4454	2M17040597+6007537	1
4337	2M17072426-2340233	0
4337	2M17083330-2313380	1
4337	2M17091191-2333467	1
4202	2M17091308+4253372	0
4337	2M17093857-2301066	0
4453	2M17095788+4825288	1
4337	2M17100741-2307355	1
4202	2M17133587+4431050	0
4202	2M17135983+4203074	1
4453	2M17140575+4907262	1
4359	2M17144370-2449231	1
4202	2M17151471+4427487	1
4202	2M17161393+4157425	0
4202	2M17162049+4356181	0
4453	2M17170666+4948493	1
4368	2M17190649-2745172	1
4202	2M17190899+4425565	0
4453	2M17203237+4738515	0
4202	2M17204248+4205070	1
4202	2M17205917+4200130	0
4335	2M17213547-2555571	0
4335	2M17215643-2519256	1
4335	2M17223165-2519107	1
4523	2M17225565+2210589	1
4335	2M17232392-2532106	1
4524	2M17292110+3510045	1
4455	2M17300861+5440161	1
4387	2M17330338-1722158	1
4387	2M17330874-1715177	1
4352	2M17340500-2808243	1
4345	2M17340963-1903320	0
4527	2M17342717+7435262	1
4362	2M17345651-2048568	1
4352	2M17360668-2710099	1
4352	2M17364991-2728343	1
4348	2M17391651-2259198	1
4348	2M17393731-2324309	1
4525	2M17404570+4821383	1
4524	2M17405163+3610191	1
4330	2M17432525-2945285	0
4364	2M17433972-2522513	1
4330	2M17434549-2819343	1
4330	2M17434854-2914440	1
4330	2M17435152-2938142	1
4330	2M17440354-2934434	1
4330	2M17444729-2913529	1
4330	2M17451716-2905511	1
4330	2M17452279-2859326	0
4330	2M17452683-2848075	1
4330	2M17452908-2904063	1
4330	2M17454774-2857088	1
4330	2M17460119-2822397	1
4330	2M17461849-2833139	0
4330	2M17462383-2838270	0
4330	2M17463002-2841585	0
4330	2M17463059-2832083	0
4330	2M17463493-2821398	1
4330	2M17464805-2823287	0
4330	2M17465244-2829311	0
4330	2M17465660-2834479	0
4330	2M17470159-2849173	0
4330	2M17470207-2850439	0
4354	2M17470661-2704275	1
4330	2M17471052-2827490	0
4330	2M17471240-2838377	1
4330	2M17471459-2848355	0
4525	2M17493504+4804487	1
4526	2M17504077+6131276	1
4354	2M17513384-2727154	0
4365	2M17520031-2308488	1
4365	2M17524601-2324252	1
4386	2M17525173-2826169	1
4386	2M17525474-2834370	1
4386	2M17531813-2816161	1
4104	2M17532090-2514343	1
4104	2M17534010-2532270	1
4527	2M17540118+7438578	1
4351	2M17541157-2904441	1
4104	2M17552511-2517291	1
4527	2M17555510+7451484	0
4377	2M17560094-2046005	1
4104	2M17560902-2553248	1
4336	2M17574253-2400126	0
4363	2M17580952-2723418	1
4343	2M17594139-1935453	1
4363	2M18001201-2631398	1
4355	2M18011118-2227100	1
4378	2M18013570-1755079	1
4332	2M18023443-2952598	1
4332	2M18024917-3039423	1
4355	2M18031787-2149396	1
4332	2M18035235-2955151	1
4332	2M18040030-3004017	1
4378	2M18040248-1805575	1
4332	2M18041201-2954034	1
4366	2M18041435-2455385	1
4329	2M18041688-3115450	1
4388	2M18042203-2917298	1
4332	2M18042236-3004162	1
4332	2M18044289-3033419	1
4332	2M18050502-3028039	1
4370	2M18052444-1520538	1
4332	2M18052881-2936483	1
4370	2M18062466-1554481	1
4366	2M18062539-2508532	1
4370	2M18064622-1528158	1
4366	2M18065593-2449047	1
4332	2M18070104-3018406	1
4366	2M18070105-2519382	1
4332	2M18071479-3032090	1
4332	2M18073869-3015557	1
4329	2M18074119-3040502	1
4329	2M18075069-3116452	1
4283	2M18080646+0244373	1
4349	2M18101778-2726026	1
4356	2M18103554-1811011	1
4393	2M18104783-2824046	1
4349	2M18112613-2706371	1
4341	2M18151791-2137323	1
4393	2M18153119-2848286	1
4344	2M18154015-1212453	1
4344	2M18161098-1223031	1
4341	2M18162884-2138565	1
4339	2M18173497-1611435	1
4339	2M18180315-1604176	1
4107	2M18191402-0016205	1
4357	2M18192203-1411326	1
4374	2M18192344-1851120	1
4357	2M18192899-1452043	1
4107	2M18211956+0104171	0
4357	2M18234612-1501159	1
4340	2M18240205-1357216	1
4281	2M18264494-0724054	1
4244	2M18274351-0109333	0
4358	2M18280206-1217422	1
4244	2M18302301+0002179	1
4244	2M18302377-0002426	1
4244	2M18304009-0113500	0
4244	2M18304683-0054599	0
4244	2M18310323-0119507	1
4244	2M18311341-0051234	0
4244	2M18320510-0057100	0
4244	2M18323758-0204441	1
4244	2M18332753-0105285	1
4244	2M18334516-0015354	1
4244	2M18345584-0036353	1
4280	2M18375852-0738403	0
4350	2M18392371-3006385	1
4106	2M18401190-0445207	1
4240	2M18402040-0226408	1
4457	2M18411589-1016542	1
4240	2M18432561-0206165	1
4381	2M18434377-3006500	0
4409	2M18440688+4240500	1
4240	2M18444227-0320234	1
4240	2M18445290-0227346	1
4381	2M18451301-2952432	1
4381	2M18451472-2949316	1
4240	2M18453580-0240470	1
4240	2M18460678-0337057	1
4106	2M18460972-0532029	1
4240	2M18470667-0226077	1
4381	2M18472524-2949544	1
4279	2M18493219-1028385	1
4240	2M18494734-0159257	1
4409	2M18505237+4340120	0
4331	2M18533407-3033268	1
4409	2M18540206+4301087	1
4383	2M18542367-2911502	1
4331	2M18565583-3025539	1
4247	2M18571262-0328064	1
4247	2M18580407-0331429	1
4247	2M18582457-0538564	1
4312	2M18584871+0513130	1
4247	2M18591261-0332283	1
5002	2M18594944+5005024	1
5002	2M19000347+4958487	1
4247	2M19012187-0339378	1
4247	2M19015467-0326551	1
4247	2M19024620-0328334	1
4401	2M19031812+4453004	1
4406	2M19065925+4843276	1
4405	2M19072789+4716062	1
4251	2M19081153+2839105	1
4406	2M19082022+5010496	1
4254	2M19095894-0602197	0
4407	2M19100840+3918551	1
4405	2M19105867+4550367	1
4254	2M19110130-0708101	1
4404	2M19110844+4406544	1
4251	2M19121634+2757498	0
4254	2M19121869-0714114	1
4405	2M19123630+4603326	0
4254	2M19125035-0554066	1
4404	2M19134154+4251250	1
4254	2M19140349-0550148	1
4251	2M19143280+2654036	1
4254	2M19145623-0532331	0
4262	2M19184759+3824238	1
4465	2M19190235+4145289	0
4465	2M19194614+4028248	1
4262	2M19203184+3830492	1
4262	2M19210116+3820299	1
4262	2M19225746+3824509	1
4262	2M19232622+3838017	1
4262	2M19235494+3834587	1
4400	2M19252895+4726078	1
4400	2M19253651+4900461	1
4245	2M19254764+2554542	1
4262	2M19263432+3748513	1
4313	2M19264903+1645386	1
4245	2M19275246+2717519	1
4589	2M19280887+3908038	1
4464	2M19281219+4204097	1
5005	2M19281567+4708099	1
4245	2M19285825+2710582	1
4589	2M19290115+3715011	1
4464	2M19290250+4042132	1
4589	2M19290694+3732057	1
4464	2M19292405+4223363	1
4245	2M19301378+2708436	1
4400	2M19301580+4932086	1
4464	2M19303146+4210508	1
4245	2M19311717+2513592	1
4262	2M19314340+3736239	1
4245	2M19315229+2503438	1
5005	2M19315472+4739114	1
4464	2M19321788+4216489	1
4464	2M19331065+4102072	1
4464	2M19340827+4119476	1
4464	2M19344565+4140247	1
4263	2M19345659+3845475	1
4464	2M19355185+4250141	1
4263	2M19370628+3846368	1
4464	2M19370697+4126128	1
4263	2M19374558+3822510	1
4263	2M19380295+3927437	1
4263	2M19384474+3923476	0
5004	2M19385987+4939200	1
4263	2M19390532+4027346	1
4399	2M19391260+5005409	1
4399	2M19391342+4932430	1
4463	2M19400881+4351320	1
4263	2M19401839+3957298	1
4241	2M19403250+2421574	1
4263	2M19403367+3835511	0
4263	2M19411125+4039416	1
4263	2M19414825+4010323	1
4402	2M19424010+4753315	1
4241	2M19430973+2357587	1
4263	2M19432862+3908535	1
4542	2M19433790+3225124	1
4263	2M19441242+3923418	1
4263	2M19444445+3915456	1
4263	2M19452193+3908260	1
4241	2M19453503+2357476	0
4241	2M19462596+2508070	1
4263	2M19463571+3919069	1
4466	2M19470993+4146266	1
4463	2M19483366+4304263	1
4261	2M19495840+1910037	1
4462	2M19525474+4432210	1
4304	2M19532695+0342088	1
4462	2M19550924+4459335	1
4248	2M19553456+2151168	0
4402	2M19553499+4722410	1
4248	2M19554261+2158512	1
4248	2M19563982+2118282	0
4462	2M19564877+4458058	1
4248	2M19565189+2310302	1
4462	2M19582581+4523265	1
4248	2M19582637+2158113	1
4462	2M19585518+4432267	1
4462	2M19594944+4547497	1
4248	2M20005240+2039244	1
4248	2M20043916+2124302	0
4314	2M20050301+3025227	1
4276	2M20104613+5610440	1
4255	2M20104822+1939173	1
4394	2M20120936+3753018	0
4255	2M20152355+1929372	1
4255	2M20154959+1933249	1
4394	2M20155532+3652198	0
4255	2M20165391+1939557	1
4394	2M20182721+3742208	1
4394	2M20183918+3749002	0
4276	2M20185247+5613247	1
4394	2M20193378+3811393	0
4394	2M20193466+3807243	0
4394	2M20213874+3726310	0
4252	2M20253756+5314189	0
4252	2M20274837+5242394	1
4284	2M20282710+1714049	1
4284	2M20294351+1657078	1
4252	2M20412308+5321483	1
4246	2M20460966+5125249	0
4297	2M20474087+3343054	1
4246	2M20515117+5207033	1
4246	2M20542922+5207421	1
4246	2M20570745+5207200	1
4246	2M20575896+5203133	1
4246	2M21005978+5103147	1
4242	2M21080433+4811502	1
4242	2M21081720+4900002	1
4242	2M21095434+4844482	1
4242	2M21113411+4753023	1
4242	2M21145434+4725487	1
4242	2M21171711+4905528	1
4242	2M21185951+4843000	0
4249	2M21234344+4419277	1
4230	2M21242815+1233389	1
4230	2M21252692+1120457	0
4230	2M21271569+1209524	1
4230	2M21274229+1235312	0
4230	2M21281796+1110512	1
4230	2M21284073+1141238	1
4230	2M21290865+1143361	1
4230	2M21291331+1119302	1
4230	2M21292196+1337417	1
4230	2M21300291+1227081	1
4230	2M21301276+1141458	1
4230	2M21302403+1132483	1
4230	2M21311247+1136205	1
4260	2M21312711-0037291	0
4230	2M21313924+1307507	1
4249	2M21321014+4553539	1
4260	2M21340016-0103533	1
4249	2M21341391+4522577	1
4249	2M21344119+4554033	1
4230	2M21345151+1206057	1
4102	2M21391140+4126037	1
4102	2M21394731+4249041	1
4102	2M21412860+4152460	1
4102	2M21421037+4201051	1
4102	2M21435294+4345433	0
4102	2M21442066+4211363	1
4102	2M21451241+4225454	1
4102	2M21480963+4126449	1
4275	2M21523747+3853140	1
4473	2M22101026-0158112	1
4302	2M22122110+6208125	0
4473	2M22191464-0124172	1
4270	2M22300528+5902568	1
4270	2M22331751+5759568	1
4474	2M22455859+0615499	1
4474	2M22465745+0610244	1
4475	2M23153523+1228576	1
4422	2M23153792+5532278	1
4264	2M23492308+5657218	0
4264	2M23540849+5600347	1
4548	2M23554035+1555351	1
4217	2M23562709+8500386	1
4548	2M23564129+1445094	1
4264	2M23571885+5659355	1
4548	2M23594193+1501119	1
4412	AP00423455+4132515	0
