Location_ID	Apogee_ID	ID
4277	2M05003989+2109390	0
4272	2M05011111+4006103	0
4272	2M05022965+4142533	1
4122	2M05093315+2444492	1
4122	2M05105162+2513182	1
4122	2M05112994+2358532	1
4122	2M05162317+2312004	1
4122	2M05165888+2507025	0
4122	2M05175081+2458194	1
4145	2M05190968+4415144	1
4122	2M05191931+2341179	1
4562	2M05194502+2905511	1
4122	2M05195099+2443435	1
4145	2M05224865+4246159	1
4562	2M05240556+2947008	1
4155	2M05240837+2711064	1
4592	2M05245445+3821524	1
4155	2M05254800+2740009	1
4145	2M05284223+4359528	1
4155	2M05284986+2645461	1
4321	2M05291630+3549565	1
4321	2M05292628+3555070	1
4155	2M05304951+2532292	1
4155	2M05312674+2759565	1
4155	2M05313079+2526234	1
4593	2M05314675+3220153	1
4155	2M05322647+2633298	1
4612	2M05331624-0613195	1
4611	2M05334558-0500407	1
4559	2M05334627+3958411	1
4611	2M05335652-0428343	0
4611	2M05342386-0515403	1
4613	2M05342626-0646093	1
4612	2M05342767-0537192	1
4611	2M05343087-0425070	1
4612	2M05343903-0455288	1
4611	2M05343976-0524254	1
4611	2M05344239-0512381	0
4289	2M05344507+6223530	1
4611	2M05344692-0535078	0
4155	2M05345094+2720083	1
4611	2M05345143-0513295	1
4611	2M05345220-0440117	1
4611	2M05345302-0448104	0
4611	2M05345359-0526371	0
4611	2M05345563-0601036	1
4611	2M05345597-0531130	0
4611	2M05345656-0552069	0
4611	2M05350085-0509389	0
4612	2M05350138-0615175	1
4611	2M05350326-0449209	1
4612	2M05350450-0523565	0
4612	2M05350463-0509557	0
4611	2M05351113-0536511	1
4612	2M05351121-0517209	1
4611	2M05351123-0541361	0
4612	2M05351149-0526023	0
4612	2M05351162-0516577	0
4612	2M05351214-0531388	1
4612	2M05351236-0543184	1
4613	2M05351580-0646291	1
4613	2M05351798-0604430	1
4611	2M05351983-0515089	0
4611	2M05352262-0514112	0
4611	2M05352323-0443029	0
4611	2M05352813-0523064	1
4611	2M05352860-0455036	1
4611	2M05352989-0512103	1
4613	2M05352992-0644151	1
4611	2M05353154-0540278	1
4612	2M05353295-0512047	1
4611	2M05353645-0421304	1
4611	2M05353907-0508564	0
4611	2M05354077-0509015	0
4612	2M05354107-0449477	0
4611	2M05354276-0511547	0
4612	2M05354311-0424556	1
4613	2M05354337-0622195	1
4612	2M05354463-0450098	1
4611	2M05355408-0528327	1
4611	2M05360185-0517365	1
4612	2M05363704-0504412	1
4593	2M05364077+3156122	1
4613	2M05365233-0706102	0
4614	2M05370100-0735469	1
4593	2M05370453+3112114	1
4614	2M05371161-0723239	1
4326	2M05383316+4556445	1
4614	2M05385149-0801275	0
4326	2M05391675+4539368	1
4564	2M05393994+2448170	1
4564	2M05395208+2231019	1
4615	2M05395953-0832307	1
4615	2M05401358-0828137	0
4615	2M05402047-0911572	1
4615	2M05402054-0756398	0
4326	2M05402330+4617163	1
4615	2M05405530-0813169	1
4615	2M05411524-0752111	1
4615	2M05412451-0856320	1
4615	2M05413037-0912268	1
4615	2M05413338-0759562	1
4431	2M05420795+3849453	1
4615	2M05420800-0812028	1
4564	2M05421216+2224407	1
4615	2M05421766-0803426	0
4615	2M05422393-0809459	0
4615	2M05422459-0805077	1
4615	2M05424242-0848140	1
4615	2M05424913-0820370	1
4615	2M05432464-0813275	1
4327	2M05433509+1217291	1
4431	2M05461892+3821171	1
4154	2M05463489+2738029	1
4566	2M05470607+2125457	1
4599	2M05472048+0223043	1
4599	2M05502340+0420349	1
4561	2M05504191+3525569	1
4566	2M05512611+1933322	1
4290	2M05522211-0404416	1
4156	2M06021800+3209465	1
4156	2M06022375+3101021	0
4156	2M06031578+2952126	1
4156	2M06033949+3135536	1
4258	2M06043447+1406371	0
4156	2M06051239+3006116	1
4258	2M06062902+1349573	1
4156	2M06064279+3129067	1
4418	2M06070703+2418045	0
4418	2M06073901+2416594	1
4418	2M06074468+2426104	0
4418	2M06082178+2446030	1
4418	2M06084439+2411512	1
4418	2M06085946+2418364	0
4418	2M06092708+2413452	1
4418	2M06093334+2355597	1
4418	2M06093800+2423342	0
4418	2M06094745+2423085	0
4418	2M06104948+2423062	1
4149	2M06115599+3325505	1
4571	2M06125177+1140142	1
4565	2M06125378+2343533	1
4573	2M06130913+0640221	1
4601	2M06132183+4057302	1
4565	2M06133561+2433362	1
4123	2M06144376-0118064	1
4595	2M06153889+1942122	1
4604	2M06155451+5532531	1
4601	2M06155982+3958486	1
4149	2M06160851+3259089	1
4123	2M06174372-0139422	1
4123	2M06175702+0006358	1
4604	2M06182810+5621575	1
4123	2M06184995-0042094	1
4149	2M06203704+3406470	1
4273	2M06212323+1701485	1
4149	2M06213904+3231006	1
4273	2M06215296+1455598	1
4604	2M06230177+5606273	0
4567	2M06232739+2123478	1
4567	2M06262967+2054126	1
4146	2M06282903+1810490	1
4158	2M06283961+0024019	0
4266	2M06285336-3229535	1
4158	2M06290113+0103185	0
4158	2M06290446+0050236	0
4158	2M06290694+0058170	1
4146	2M06294483+1642357	1
4605	2M06295087+5118010	1
4266	2M06295728-3210256	1
4158	2M06300433+0118350	1
4158	2M06314851-0033164	1
4411	2M06315630+0454161	0
4146	2M06321763+1700078	0
4605	2M06340628+5038344	1
4146	2M06341963+1812250	0
4411	2M06344417+0553228	1
4411	2M06350057+0428276	1
4605	2M06351099+5023151	1
4411	2M06352350+0512369	1
4278	2M06361902+3308443	1
4323	2M06372176+0949348	1
4572	2M06395957+0956243	0
4572	2M06400851+0944134	0
4572	2M06400961+0941434	0
4572	2M06401930+0948299	0
4572	2M06404179+0949523	0
4572	2M06404837+0948385	0
4572	2M06410360+0930290	1
4572	2M06411336+0938137	1
4157	2M06411465+0150373	1
4572	2M06411484+0932358	1
4572	2M06411792+0929011	1
4572	2M06411928+0938071	1
4572	2M06412304+0943266	1
4572	2M06413207+1001049	1
4605	2M06415479+5004382	0
4157	2M06421342+0159208	1
4292	2M06425155-2355027	1
4617	2M06432872+0010360	1
4617	2M06435849-0100515	1
4157	2M06455815+0359470	1
4328	2M06462557+1837010	0
4157	2M06470468+0136073	1
4602	2M06502133+2755152	1
4157	2M06502260+0249046	0
4574	2M06522785+0715576	1
4569	2M06551190+1746197	0
4581	2M06561894-0835461	1
4606	2M06563892+4319360	1
4569	2M06565845+1606213	1
4607	2M06573841+3600153	1
4159	2M06574218+0433069	1
4574	2M06580937+0829446	1
4607	2M06590925+3545411	0
4324	2M07012946-0308517	1
4159	2M07013062+0505262	1
4576	2M07013743+0049012	0
4159	2M07014968+0316145	1
4583	2M07023378-1157206	1
4159	2M07044375+0440182	1
4576	2M07063543+0219287	1
4576	2M07090093+0203229	1
4221	2M07100180+3831457	1
4608	2M07100305+2955418	1
4253	2M07125169+0710345	1
4253	2M07135377+0712322	1
4578	2M07142035-0258155	1
4608	2M07151462+3144055	0
4603	2M07152278+1409293	1
4253	2M07154275+0621084	1
4580	2M07155738-0456551	1
4608	2M07181434+3038092	1
4603	2M07182600+1429453	1
4253	2M07191806+0556151	1
4608	2M07204065+3026474	1
4609	2M07223915+2410106	0
4582	2M07240918-0854337	1
4609	2M07250686+2435451	1
4609	2M07261441+2237362	1
4609	2M07290870+2315415	1
4609	2M07301103+2342112	1
4610	2M07355627+1643023	1
4147	2M07380093+2138364	1
4147	2M07380481+2016404	0
4147	2M07381910+2251256	1
4147	2M07384370+2142362	0
4147	2M07391834+2206079	0
4530	2M07404906+6607306	1
4222	2M07412047+3711185	1
4291	2M07412162+0910207	1
4531	2M07413927+5305101	1
4291	2M07421515+1045108	1
4147	2M07441014+2205066	1
4529	2M07444028+7946423	1
4531	2M07472538+5247100	1
4291	2M07483499+0906114	1
4531	2M07541885+5200114	1
4530	2M07544833+6544379	0
4531	2M07551518+5355112	1
4532	2M07552365+3928120	1
4532	2M07570825+4108547	1
4294	2M07582829-1621447	1
4532	2M08034828+3936100	1
4103	2M08100405+3220142	1
4103	2M08100655+3127281	1
4103	2M08103416+3152116	1
4103	2M08113137+3101105	1
4103	2M08122061+3106141	1
4295	2M08132215-1246517	1
4103	2M08145824+3212019	1
4103	2M08165864+3202156	1
4103	2M08165939+3207048	0
4103	2M08205322+3237109	0
4534	2M08351992+1408333	1
4162	2M08455211+1157558	0
4267	2M08460130-1509051	1
4162	2M08464223+1205302	1
4162	2M08472585+1225091	1
4162	2M08483429+1225079	0
4162	2M08485051+1134020	0
4162	2M08494940+1045341	1
4267	2M08495593-1455048	1
4162	2M08502698+1148313	1
4162	2M08504952+1217158	1
4162	2M08505923+1146129	0
4162	2M08510576+1143469	1
4162	2M08510723+1153019	0
4162	2M08510890+1148377	1
4162	2M08511292+1234492	1
4162	2M08511628+1144328	0
4162	2M08513553+1139469	1
4162	2M08513724+1146557	1
4162	2M08514742+1147096	0
4162	2M08515309+1140536	1
4162	2M08532217+1241133	1
4162	2M08545897+1225409	1
4535	2M08554987+0430058	1
4206	2M09015439+3734575	1
4206	2M09055055+3707273	1
4206	2M09055310+3732176	0
4206	2M09082791+3757060	1
4450	2M09242664+2848343	1
4450	2M09243292+2823159	1
4536	2M09262347-0750321	0
4450	2M09271860+2812200	0
4223	2M09292132+3718010	1
4211	2M09314691+5618248	1
4223	2M09315645+3714213	1
4211	2M09323415+5610109	1
4223	2M09324916+3612053	1
4536	2M09325236-0624540	1
4223	2M09331383+3624247	1
4223	2M09340530+3715170	1
4223	2M09341623+3626255	1
4211	2M09351317+5603344	0
4223	2M09354790+3553044	1
4223	2M09355228+3726198	1
4223	2M09362676+3602207	1
4223	2M09374874+3655260	1
4211	2M09411146+5649181	0
4223	2M09432473+3713122	0
4213	2M10173682+0251001	1
4213	2M10182615+0111149	1
4213	2M10185607+0136343	0
4224	2M10270797+1555402	1
4224	2M10280514+1735219	1
4505	2M10303884+3426088	1
4506	2M10312072+3030552	0
4505	2M10331367+3409120	1
4506	2M10334761+3018596	1
4506	2M10342382+3007229	0
4505	2M10344330+3437080	1
4506	2M10352118+2907470	1
4505	2M10371964+3358365	0
4443	2M10372490+2442462	1
4508	2M10374847+1958348	1
4505	2M10390134+3454126	1
4538	2M10391336-1104510	1
4538	2M10391985-1216056	0
4538	2M10392169-1142243	1
4538	2M10393900-1157082	1
4443	2M10402343+2510454	1
4538	2M10402800-1112350	1
4538	2M10404116-1043470	0
4442	2M10404812+3811560	0
4508	2M10405526+2043154	0
4505	2M10410238+3443357	1
4508	2M10423925+1944404	1
4538	2M10451300-1028232	1
4538	2M10455179-1126147	0
4508	2M10455837+1904000	1
4442	2M10462233+4014258	1
4448	2M10464238+1626144	1
4504	2M10465216+4523138	1
4448	2M10472988+1726513	1
4504	2M10485117+4501283	0
4504	2M10485725+4355384	1
4236	2M10493780-0043348	1
4504	2M10494672+4444117	0
4448	2M10504432+1633104	0
4448	2M10515485+1556172	1
4236	2M10520326+0032383	1
4504	2M10522627+4312296	1
4448	2M10522769+1701079	1
4236	2M10530479+0025404	0
4236	2M10532693-0120003	0
4236	2M10533980-0121144	0
4504	2M10545522+4344339	1
4236	2M10554328+0041514	1
4236	2M10565088-0056437	0
4503	2M10572646+4818475	1
4444	2M10581378+1127335	1
4236	2M10581530-0121132	0
4444	2M10582329+1054571	0
4236	2M11000241-0052537	0
4444	2M11012916+1215329	1
4503	2M11025039+4740301	1
4503	2M11044917+4840467	1
4444	2M11055266+1120092	1
4228	2M11062325-1257183	1
4239	2M11072525-0700377	1
4228	2M11081296-1205110	1
4503	2M11081979+4751217	1
4239	2M11091358-0457397	1
4228	2M11091798-1211310	0
4503	2M11105136+4816453	1
4503	2M11105352+4908141	1
4510	2M11124702+0757366	1
4510	2M11130300+0612273	0
4539	2M11150635+0013432	1
4510	2M11155997+0713418	0
4510	2M11163317+0634021	0
4510	2M11170928+0744440	0
4539	2M11175983+0023252	1
4539	2M11181429-0026454	1
4539	2M11190707-0031577	0
4441	2M11193321+5209200	1
4510	2M11204359+0639151	1
4441	2M11205368+5123066	1
4539	2M11213676-0041263	1
4510	2M11220188+0721257	1
4441	2M11244798+5317481	1
4441	2M11254661+5217235	1
4441	2M11260825+5112494	1
4441	2M11260994+5335131	1
4441	2M11265242+5141217	1
4511	2M11265882+0317197	1
4511	2M11285264+0302257	1
4441	2M11293132+5232582	1
4441	2M11294703+5146160	1
4441	2M11305946+5206102	0
4511	2M11334886+0440471	1
4214	2M11401093-1433560	1
4488	2M11410110+2717085	1
4488	2M11414560+2538598	1
4214	2M11421199-1442273	1
4124	2M11425912+0102535	1
4124	2M11425943-0041302	0
4124	2M11430929+0053490	1
4124	2M11432965+0116457	1
4488	2M11433820+2719190	1
4214	2M11434104-1450596	1
4124	2M11434920+0103193	1
4488	2M11441188+2633242	1
4124	2M11441821+0122336	1
4124	2M11442717+0132456	1
4124	2M11445086+0038417	1
4433	2M11452952-0207584	1
4487	2M11453072+3411559	1
4502	2M11453792+5600247	1
4487	2M11454524+3330119	1
4488	2M11460972+2717512	1
4124	2M11462363+0117381	1
4124	2M11463394+0055104	0
4229	2M11465887-1056567	1
4124	2M11471217-0027319	1
4433	2M11472318-0124310	1
4433	2M11480250-0216495	1
4433	2M11483866-0031171	1
4124	2M11484441+0033252	0
4487	2M11484981+3446170	1
4124	2M11490786+0057101	1
4489	2M11491536+1935349	1
4445	2M11494199+0143564	1
4488	2M11494431+2713454	1
4502	2M11495002+5448155	1
4229	2M11495375-1113149	1
4502	2M11500055+5613542	0
4502	2M11501253+5613304	1
4487	2M11504147+3339475	1
4445	2M11510221+0018423	1
4445	2M11510555+0140519	1
4502	2M11511579+5359223	1
4487	2M11512163+3514535	0
4489	2M11513353+1853540	1
4487	2M11523523+3524121	1
4229	2M11533208-1232292	0
4229	2M11535609-1045502	1
4487	2M11535946+3325572	1
4502	2M11541150+5505174	1
4502	2M11542519+5554150	1
4487	2M11543950+3453337	1
4487	2M11551441+3345258	1
4502	2M11560245+5550221	1
4449	2M11572921-1701023	1
4489	2M11591133+2008022	1
4502	2M11593775+5603009	1
4226	2M12003710+1528347	1
4148	2M12012313+1818088	1
4148	2M12020154+1901402	1
4449	2M12025569-1638498	0
4512	2M12030268-0035299	1
4512	2M12031353-0021147	1
4226	2M12034709+1756233	1
4512	2M12044955-0130453	1
4226	2M12045611+1728119	1
4148	2M12045991+1857581	1
4226	2M12050166+1613153	0
4148	2M12051317+1934065	1
4512	2M12052500-0151593	1
4148	2M12053950+1942073	1
4512	2M12053971-0116486	0
4226	2M12061947+1532404	1
4512	2M12075671-0039375	1
4148	2M12100260+1743287	1
4148	2M12102643+1907049	1
4148	2M12113920+1834359	1
4490	2M12115853+1425463	1
4490	2M12122483+1434032	1
4490	2M12131474+1359248	1
4490	2M12135899+1405160	1
4490	2M12142977+1433409	1
4486	2M12150155+4023234	1
4490	2M12155496+1405560	1
4501	2M12161770+5712513	1
4490	2M12161809+1343522	1
4501	2M12165618+5725149	1
4125	2M12182666-0050404	1
4216	2M12193796+2634445	0
4216	2M12200367+2603381	1
4490	2M12205133+1306412	0
4490	2M12211862+1326565	1
4486	2M12212493+3957137	1
4216	2M12212720+2542398	1
4216	2M12214070+2707510	1
4216	2M12220108+2539102	1
4125	2M12222116-0046455	1
4125	2M12222236+0003375	1
4216	2M12223062+2700041	1
4216	2M12231692+2712095	0
4501	2M12242413+5648023	1
4216	2M12242998+2609563	0
4501	2M12244588+5721086	1
4125	2M12255229-0025098	1
4216	2M12260339+2710503	1
4216	2M12260547+2644385	1
4216	2M12260848+2439315	1
4125	2M12265042+0034558	1
4216	2M12265069+2531078	0
4501	2M12271225+5655134	1
4125	2M12274221+0002386	1
4513	2M12292198-0210311	1
4216	2M12292447+2534499	1
4218	2M12301597+1358482	1
4501	2M12352005+5617428	1
4126	2M12402673-0806522	1
4126	2M12411002-0641394	1
4126	2M12424846-0845499	1
4126	2M12430256-0629425	1
4446	2M12442021-0343122	1
4126	2M12451156-0850209	1
4126	2M12452870-0754470	1
4126	2M12460965-0819502	1
4491	2M12462044+1251325	1
4126	2M12465101-0643001	1
4126	2M12470336-0818049	1
4491	2M12470641+1301261	1
4126	2M12472119-0828184	0
4491	2M12474268+1128571	1
4126	2M12474320-0712154	1
4126	2M12475524-0850470	1
4485	2M12481033+4213287	1
4485	2M12482973+4244346	1
4126	2M12483655-0739429	1
4126	2M12484669-0815193	1
4491	2M12484990+1106258	1
4485	2M12485052+4134109	1
4446	2M12491211-0221498	1
4126	2M12492571-0721504	1
4126	2M12493129-0812440	1
4491	2M12505092+1324147	1
4127	2M12505991+2724043	1
4127	2M12511548+2740224	1
4127	2M12523586+2634462	1
4491	2M12524061+1125384	1
4127	2M12534669+2644242	0
4127	2M12540635+2600505	1
4127	2M12550629+2619047	1
4127	2M12553506+2703401	1
4440	2M12562647+5736009	0
4127	2M12564885+2655450	1
4440	2M12565202+5743547	1
4485	2M12581321+4049138	1
4514	2M12594578-0238130	0
4485	2M13030323+4232237	1
4210	2M13034024+7256329	1
4440	2M13035326+5740523	1
4514	2M13035780-0321372	1
4514	2M13073948-0351346	1
4514	2M13075183-0224558	1
4128	2M13080617+1753494	1
4128	2M13092211+1736593	1
4128	2M13104194+1756207	1
4128	2M13104833+1646156	1
4219	2M13110139+1540294	1
4219	2M13110667+1255517	1
4492	2M13132785+1314187	1
4492	2M13150119+1319313	1
4128	2M13150392+1744324	0
4492	2M13161778+1359517	1
4128	2M13162447+1801536	0
4128	2M13163564+1752114	1
4128	2M13181700+1709062	1
4210	2M13182749+7114137	1
4492	2M13182786+1412235	1
4210	2M13191174+7325373	1
4492	2M13200910+1403573	1
4492	2M13211833+1431215	1
4515	2M13215567-0242043	1
4484	2M13265741+3915596	1
4210	2M13271945+7224520	1
4515	2M13274348-0224212	1
4484	2M13285979+4011453	1
4434	2M13290259+3822581	1
4434	2M13303129+3702212	1
4484	2M13305368+4014372	0
4484	2M13311537+3918585	1
4500	2M13313276+5606031	1
4434	2M13325589+3638313	1
4484	2M13341084+4030547	1
4434	2M13341473+3751311	1
4500	2M13342673+5507244	1
4484	2M13353236+3754429	1
4500	2M13364900+5533195	1
4484	2M13372608+4013294	1
4481	2M13393861+1856317	1
4215	2M13395041-1625029	0
4481	2M13403523+1741045	1
4481	2M13405102+1804533	1
4481	2M13405664+1809437	1
4160	2M13411185+2825222	1
4160	2M13412722+2643089	1
4215	2M13413548-1723167	1
4160	2M13413724+2656068	0
4160	2M13420834+2639417	1
4160	2M13422257+2821460	0
4215	2M13425757-1609377	1
4481	2M13430480+1929233	1
4481	2M13431373+1852442	1
4481	2M13431527+1910491	1
4481	2M13432268+1807410	0
4160	2M13432809+2839473	0
4481	2M13434891+1844570	1
4447	2M13441375-0027468	0
4160	2M13445977+2851033	1
4481	2M13450151+1848216	1
4160	2M13452283+2845145	0
4160	2M13453401+2750529	1
4447	2M13475543+0027182	1
4447	2M13475810-0038430	0
4233	2M13480922+4303091	1
4160	2M13482097+2710177	1
4160	2M13482808+2839154	0
4481	2M13483079+1750445	1
4160	2M13500676+2741310	1
4160	2M13511848+2813045	1
4233	2M13514152+4434174	1
4482	2M13515405+2502119	1
4483	2M13530934+3331183	1
4483	2M13533481+3411047	1
4483	2M13533986+3153290	1
4516	2M13575301+0152431	1
4483	2M13575625+3250596	1
4516	2M13584399+0317586	1
4483	2M13590371+3307292	1
4516	2M14000499+0057149	1
4483	2M14002167+3317198	1
4482	2M14015624+2600283	1
4161	2M14021715+2748089	1
4482	2M14022819+2549341	1
4499	2M14022994+5421186	1
4161	2M14043486+2728561	1
4161	2M14044305+2723079	1
4161	2M14062398+2913243	1
4161	2M14071487+2951165	0
4161	2M14083075+2934171	1
4161	2M14102934+2853463	1
4499	2M14103850+5449064	1
4517	2M14120965+0508201	0
4528	2M14155692+8603564	1
4203	2M14201208-0615236	1
4203	2M14241630-0519154	1
4203	2M14243367-0655343	0
4203	2M14255047-0546148	1
4203	2M14255594-0502290	0
4439	2M14261159+4951057	1
4203	2M14272053-0454061	1
4439	2M14274439+5034456	1
4436	2M14283000+0917461	1
4439	2M14293977+4957242	1
4439	2M14310791+4913264	1
4436	2M14313488+0746128	1
4439	2M14315172+4935083	1
4436	2M14321531+0840175	1
4436	2M14323940+0814575	1
4439	2M14345481+5013426	1
4439	2M14362498+5115348	1
4436	2M14365377+0822166	1
4436	2M14370236+0928340	1
4439	2M14371475+4957323	1
4493	2M14390153+1320274	1
4439	2M14401962+5018052	1
4493	2M14463311+1306372	1
4493	2M14480341+1356411	0
4498	2M14485476+4438107	1
4493	2M14490955+1242421	1
4494	2M14491537+1615132	1
4498	2M14523756+4712210	1
4494	2M14534360+1713530	1
4494	2M14541230+1653305	1
4220	2M14542303+3122323	1
4498	2M14542451+4517557	1
4494	2M14543922+1658362	1
4497	2M14545496+4108480	1
4220	2M14545500+3040589	1
4497	2M14545587+4119313	0
4494	2M14551294+1816467	1
4497	2M14551346+4128494	1
4231	2M14554424+3758270	1
4494	2M14562809+1648342	1
4231	2M14575213+3723244	1
4494	2M14580457+1618569	1
4231	2M14584025+3831094	1
4494	2M14591760+1735061	1
4231	2M15002128+3645004	1
4495	2M15002686+2655120	1
4497	2M15003255+4141573	1
4220	2M15003943+3157061	1
4437	2M15010425+2107461	1
4220	2M15012258+3159396	1
4220	2M15013342+3043280	1
4497	2M15014005+4012015	1
4220	2M15020578+3133503	0
4437	2M15021575+2319460	1
4495	2M15035350+2718330	1
4497	2M15044912+4238205	1
4495	2M15045184+2620506	1
4496	2M15051974+3206536	1
4437	2M15052739+2039223	1
4437	2M15055682+2216202	1
4437	2M15062484+2149029	1
4438	2M15064153+3604209	1
4438	2M15071160+3603102	0
4438	2M15071609+3625508	1
4495	2M15100112+2729592	1
4438	2M15105106+3626429	1
4496	2M15111198+3028371	1
4201	2M15113997+0053088	0
4201	2M15132396+0035346	0
4201	2M15134594+0102277	1
4207	2M15150864-0146490	0
4201	2M15152634+0016317	1
4201	2M15155384+0116239	1
4201	2M15162090-0008426	0
4201	2M15162793+0004334	1
4201	2M15165655+0211124	0
4207	2M15170557-0232437	1
4201	2M15175431+0206175	1
4201	2M15175931-0008149	1
4207	2M15183842-0008235	1
4201	2M15184833+0134309	0
4201	2M15194317+0202029	1
4201	2M15204340+0017425	1
4451	2M15215877+3727413	1
4232	2M15225888+3644292	1
